Unnamed: 0,ID,Product Id,Category,Name,Brand,Rating,ReviewCount,Description,ImageURL,Tags,Gender
6451,6452,22241,Shoes,Casual Shoes,Colgate,4.5,37,ID Men Black Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6452,6453,7423,Topwear,Kurtas,Axe,5.0,440,W Women U Neck Sleeveless Red Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6453,6454,19800,Topwear,Tshirts,CREMO,5.0,2,U.S. Polo Assn. Men Solid Green Tshirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6454,6455,34324,Topwear,Tshirts,COVERGIRL,4.5,438,Myntra Men Extreme Disturbance Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6455,6456,50661,Loungewear and Nightwear,Lounge Pants,PCA Skin,4.5,1,Chromozome Men Grey Melange Lounge Pants,http://assets.myntassets.com/assets/images/27421/2015/11/23/11448283185049-Jockey-Women-Blue-Lounge-Pants-3621448283184622-1.jpg,"Lounge Pants,myntassets.com",Men
6456,6457,20516,Bags,Handbags,Revlon,3.7,1,Baggit Women Map Gang Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
6457,6458,14723,Topwear,Shirts,Nature's Harmony,5.0,1,Scullers For Her Women Casual Shirt Maroon Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Women
6458,6459,44053,Fragrance,Perfume and Body Mist,Navitas Organics,2.5,300,Boss Women Perfume,http://assets.myntassets.com/v1/images/style/properties/438c41900a80acabb3ef197f0559a9eb_images.jpg,"Perfume and Body Mist,myntassets.com",Women
6459,6460,5374,Shoes,Sports Shoes,L'Oreal Paris,1.0,1506,Quechua Jawar 5.0 Man Black Red,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
6460,6461,36473,Topwear,Kurtas,It's a 10,4.5,5,Aurelia Women Dobby Pink Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6461,6462,25858,Bags,Laptop Bag,AGPTEK,4.8,4,American Tourister Unisex Grey Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/1847a81fa1d237bfbae1e797dff55909_images.jpg,"Laptop Bag,myntassets.com",Unisex
6462,6463,52136,Topwear,Tshirts,Bioré,4.4,1,Femella Women Black Polo T-Shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Women
6463,6464,33101,Shoes,Heels,ibd,4.5,300,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
6464,6465,57444,Topwear,Tshirts,Bragg,4.5,1032,Angry Birds Women Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Women
6465,6466,10383,Watches,Watches,Aquage,4.5,13,Puma Men Star Dust 145 White Watches,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
6466,6467,25064,Accessories,Accessory Gift Set,Physicians Formula,4.5,300,Lino Perros Men Formal Brown Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/255ab54e0d35f75b9e387d237422fde4_images.jpg,"Accessory Gift Set,myntassets.com",Men
6467,6468,41521,Socks,Socks,Attends,4.5,4,Basics Men Set of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/4ca8848ab441378a392d9d5bf0b0f3c7_images.jpg,"Socks,myntassets.com",Men
6468,6469,5146,Topwear,Tshirts,Navitas Organics,4.5,300,Wrangler Women's Photo Print White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Women
6469,6470,37793,Topwear,Shirts,Redken,4.5,300,John Players Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6470,6471,14511,Topwear,Shirts,Bath & Body Works,4.0,1,Mark Taylor Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6471,6472,52304,Jewellery,Pendant,Monistat,4.7,5,ToniQ Women Blue Pendant with Chain,http://assets.myntassets.com/v1/images/style/properties/aff52e6e6bc208923a493612e8f6a3e7_images.jpg,"Pendant,myntassets.com",Women
6472,6473,4094,Topwear,Tshirts,BioSilk,4.5,300,Classic Polo Men's NAvy Melange T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6473,6474,24384,Topwear,Kurtas,Elegant Choise,4.5,24,Folklore Women Black Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6474,6475,57676,Skin,Face Moisturisers,CeraVe,4.6,178,Lotus Herbals Whiteglow Skin Creme,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Whiteglow-Skin-Whitening---Brightening-Masque_f74fe710ac627cda099dc0ed533bea68_images.jpg,"Face Moisturisers,myntassets.com",Women
6475,6476,39609,Shoes,Heels,Yes To,5.0,300,Catwalk Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
6476,6477,41713,Shoes,Heels,Tom's of Maine,4.5,14,Catwalk Women Orange Wedges,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
6477,6478,11063,Topwear,Shirts,Clubman Pinaud,5.0,39,John Miller Men Solid Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6478,6479,25256,Bags,Backpacks,Aquaphor,4.5,11,Lino Perros Women Orange Backpacks,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,"Backpacks,myntassets.com",Women
6479,6480,55121,Nails,Nail Polish,Attends,4.0,300,Lakme Truewear Color Crush 19 Nail Polish,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Ash-Nail-Polish--31_21d33100dbf0e4b8bb0b33a980de469b_images.jpg,"Nail Polish,myntassets.com",Women
6480,6481,42196,Topwear,Tops,Cantu,4.5,4,Sepia Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
6481,6482,31464,Bottomwear,Capris,Davines,4.5,300,Nike Women Training Green Capris,http://assets.myntassets.com/v1/images/style/properties/5158808a5bdd60c8c8af6999f8481160_images.jpg,"Capris,myntassets.com",Women
6482,6483,8659,Eyewear,Sunglasses,Revlon,4.7,2,Fastrack Unisex Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses_a37f3b87d0d05062ed063adc7aac78bf_images.jpg,"Sunglasses,myntassets.com",Unisex
6483,6484,2363,Bags,Backpacks,Secret,4.5,21897,ADIDAS Black Backpack,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,"Backpacks,myntassets.com",Unisex
6484,6485,43044,Bottomwear,Shorts,Clarins,4.5,300,Nike Men Charcoal Grey Shorts,http://assets.myntassets.com/v1/images/style/properties/91ca48e3204f23cd376fad7f186875bf_images.jpg,"Shorts,myntassets.com",Men
6485,6486,13734,Topwear,Shirts,Ardell,4.8,345,Belmonte Men Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6486,6487,27501,Innerwear,Camisoles,Dove Men+Care,3.9,479,Jockey Women Red Camisole,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Maroon-Bra_c75c0ad76e53ba58736e6f8fd21d07b0_images.jpg,"Camisoles,myntassets.com",Women
6487,6488,46536,Watches,Watches,Platinum Care Pads,5.0,17,Timex Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
6488,6489,7611,Wallets,Wallets,Sensodyne,4.5,25,Wrangler Men Tan Leather Wallet,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg,"Wallets,myntassets.com",Men
6489,6490,22073,Topwear,Kurtas,Hard Candy,4.5,138,Vishudh Women Printed Green Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6490,6491,51581,Watches,Watches,Keune,4.5,2,Fastrack Men Grey Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
6491,6492,16246,Sandal,Sandals,Tampax,4.5,363,Crocs Kids cayman Kids-Unisex Black Sandal,http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg,"Sandals,myntassets.com",Unisex
6492,6493,17394,Socks,Socks,Covidien,4.5,300,Reid & Taylor Men Solid Brown Socks,http://assets.myntassets.com/v1/images/style/properties/4ca8848ab441378a392d9d5bf0b0f3c7_images.jpg,"Socks,myntassets.com",Men
6493,6494,50453,Innerwear,Briefs,MIZANI,4.5,15,Chromozome Men Ink Blue Briefs,http://assets.myntassets.com/v1/images/style/properties/155353efc674d253e30c213ca07bbb0b_images.jpg,"Briefs,myntassets.com",Men
6494,6495,28549,Topwear,Tshirts,Revlon,4.5,42,Nike Women Blue Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Women
6495,6496,43878,Shoes,Casual Shoes,Barbie,4.6,300,Puma Men Brown Terrae Mid Africa Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6496,6497,34116,Bottomwear,Capris,Bronner Brothers Hair Care,5.0,300,Doodle Girls Washed Blue Capris,http://assets.myntassets.com/v1/images/style/properties/5158808a5bdd60c8c8af6999f8481160_images.jpg,"Capris,myntassets.com",Girls
6497,6498,42350,Bottomwear,Leggings,SheaMoisture,4.5,300,Flying Machine Women Black Leggings,http://assets.myntassets.com/v1/images/style/properties/8c29f66ec78e78081504b6ad73e6af8b_images.jpg,"Leggings,myntassets.com",Women
6498,6499,3077,Topwear,Tshirts,Aveeno,4.5,47,Probase Men's Collage Turquoise T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6499,6500,26615,Shoes,Sports Shoes,Finesse,4.5,3,Puma Women Bodytrain White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Women
6500,6501,12420,Shoes,Casual Shoes,H&B Oils Center,4.5,300,Timberland Men Casual Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6501,6502,60000,Topwear,Kurtas,Laura Geller New York,4.5,1,Alma Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6502,6503,30770,Topwear,Kurtas,Mrs. Meyer's Clean Day,4.2,300,Fabindia Men Grey Printed Silk Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Men
6503,6504,16080,Eyewear,Sunglasses,Carefree,4.5,300,Mayhem Women Oval Sunglasses 9002-204,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses_a37f3b87d0d05062ed063adc7aac78bf_images.jpg,"Sunglasses,myntassets.com",Women
6504,6505,35202,Bags,Backpacks,H&B Oils Center,4.5,300,Wildcraft Women Pink & Grey Backpack,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,"Backpacks,myntassets.com",Women
6505,6506,18926,Topwear,Tshirts,FLOWER,3.3,57,Levi's Men Rubber Print Grey Tshirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6506,6507,6505,Shoes,Formal Shoes,WISPR,4.5,300,Red Tape Men's Black Shoe,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,"Formal Shoes,myntassets.com",Men
6507,6508,47622,Shoes,Heels,Wella,4.5,300,Portia Women Brown Flats,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
6508,6509,17152,Topwear,Jackets,Great Value,4.0,9,U.S. Polo Assn. Men Solid Black Jacket,http://assets.myntassets.com/v1/images/style/properties/01c417703d7775105ba346c691f4700b_images.jpg,"Jackets,myntassets.com",Men
6509,6510,53010,Saree,Sarees,Downy,5.0,1055,FNF Yellow Printed Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Wear-Sari_6c60eef0b8d9cff87cfcd1f73953e5cd_images.jpg,"Sarees,myntassets.com",Women
6510,6511,37555,Gloves,Gloves,Enbizio,4.8,19,Madagascar 3 Infants Girl Pink Mittens,http://assets.myntassets.com/v1/images/style/properties/81e64708e5ab719e8306446916ae922b_images.jpg,"Gloves,myntassets.com",Girls
6511,6512,5380,Shoes,Sports Shoes,Pantene,4.5,845,Quechua Forclaz 100 Lady Purple,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Women
6512,6513,36487,Shoes,Casual Shoes,Clorox,4.5,1,Spinn Men Newport Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6513,6514,4252,Topwear,Tshirts,Orange Glo,4.5,195,Probase Men's Crack Print Ghost Buster Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6514,6515,45175,Watches,Watches,Totally Products,4.7,300,CASIO ENTICER Men White Dial Analogue Watch A583,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
6515,6516,15605,Topwear,Tshirts,Kerastase,4.7,300,Nike Men Football Soccer Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6516,6517,40407,Topwear,Tops,Dr Teal's,4.6,123,Tonga Women Black Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
6517,6518,10377,Topwear,Tshirts,Zwipes,4.0,134,United Colors of Benetton Men Printed White Tshirts,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6518,6519,56562,Lips,Lip Gloss,Unique Bargains,4.5,11,Streetwear Lip Gloss 48,http://assets.myntassets.com/v1/images/style/properties/Revlon-Gold-Dust-Poussiere-Doree-Colorburst-Lip-Gloss-024_ed41da69ac3f9c1c17cb6517a999b749_images.jpg,"Lip Gloss,myntassets.com",Women
6519,6520,45949,Topwear,Tops,Jason,4.0,97,Tokyo Talkies Women White Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
6520,6521,25090,Wallets,Wallets,Always Discreet,4.4,1,Lino Perros Men Leather Brown Wallet,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg,"Wallets,myntassets.com",Men
6521,6522,32027,Socks,Socks,Elegant Choise,3.0,30,Playboy Men White  Striped Socks,http://assets.myntassets.com/v1/images/style/properties/4ca8848ab441378a392d9d5bf0b0f3c7_images.jpg,"Socks,myntassets.com",Men
6522,6523,37767,Topwear,Shirts,Nair,3.5,37,John Players Men Orange And Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6523,6524,15437,Bags,Handbags,p2 cosmetics,4.5,453,Hidekraft Women Leather Brown Handbags,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
6524,6525,59718,Innerwear,Bra,KUDOSALE,4.3,1,Avirate White Bra,http://assets.myntassets.com/v1/image/style/properties/51832/Bwitch-Beige-Full-Coverage-Bra-BW335_1_d516fa94f14f0a5ecc90df7754390eb5.jpg,"Bra,myntassets.com",Women
6525,6526,21602,Topwear,Sweaters,Dove,4.9,443,Roxy Women Grey Striped Sweater,http://assets.myntassets.com/v1/images/style/properties/339f3148805bd725b88cebe54fd52d45_images.jpg,"Sweaters,myntassets.com",Women
6526,6527,4060,Topwear,Tshirts,Keratin Complex,4.5,5,Myntra Men's I Am Drunk White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6527,6528,45347,Shoes,Heels,L.A. Girls,4.6,9,Cobblerz Women Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
6528,6529,24370,Topwear,Kurtas,Jean Paul Gaultier,4.0,12,Folklore Women Green Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6529,6530,10145,Shoes,Formal Shoes,Kenra,4.4,300,Rockport Men Drsp Wingtip Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,"Formal Shoes,myntassets.com",Men
6530,6531,32215,Topwear,Kurtas,Aubrey,4.5,23,Fabindia Women Printed Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6531,6532,11097,Topwear,Tops,Aquaphor,3.5,6669,Scullers Women Solid Black Tops,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
6532,6533,26427,Bags,Handbags,Crest,4.5,59,Spice Art Women Leatherette Maroon Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
6533,6534,12612,Topwear,Tshirts,Australian Gold,5.0,300,Ed Hardy Men Printed Orange Tshirts,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6534,6535,3245,Shoes,Casual Shoes,Bed Buddy,4.5,74,Puma Men's Benecio Leather Black White Shoe,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6535,6536,2397,Shoes,Casual Shoes,Bumble and bumble,4.0,7,Red Tape Men's Brown Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6536,6537,30542,Socks,Socks,Shiseido,4.5,2,Nike Unisex Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/4ca8848ab441378a392d9d5bf0b0f3c7_images.jpg,"Socks,myntassets.com",Unisex
6537,6538,48458,Bottomwear,Shorts,Rimmel,4.6,848,French Connection Men Blue & White Check Shorts,http://assets.myntassets.com/v1/images/style/properties/91ca48e3204f23cd376fad7f186875bf_images.jpg,"Shorts,myntassets.com",Men
6538,6539,23969,Topwear,Tshirts,Avene,4.5,1,Peter England Men White Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6539,6540,54007,Bags,Handbags,ISO Beauty,4.5,300,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
6540,6541,35030,Stoles,Stoles,Laura Geller New York,4.0,686,Fabindia Women Grey Stole,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Printed-Beige---Black-Stole_2df5ac389c3b7c1da13c6e4c335b4359_images.jpg,"Stoles,myntassets.com",Women
6541,6542,17360,Accessories,Accessory Gift Set,Maybelline,4.5,3421,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,http://assets.myntassets.com/v1/images/style/properties/255ab54e0d35f75b9e387d237422fde4_images.jpg,"Accessory Gift Set,myntassets.com",Men
6542,6543,23155,Topwear,Tshirts,SheaMoisture,4.4,300,Mark Taylor Men White Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6543,6544,47410,Bags,Handbags,Yes To,4.5,4,Baggit Women Grey Bag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
6544,6545,15053,Shoes,Formal Shoes,Navitas Organics,4.5,300,Franco Leone Men Brown Formal Shoe,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,"Formal Shoes,myntassets.com",Men
6545,6546,52794,Wallets,Wallets,TRESemmé,4.5,276,JAG Men Black Leather Wallet,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg,"Wallets,myntassets.com",Men
6546,6547,4404,Topwear,Tshirts,DMI,4.5,1,Nirvana Men's Guitar Image Discharge Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
6547,6548,45723,Topwear,Kurtas,Davines,4.5,300,Folklore Women Yellow Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6548,6549,37303,Watches,Watches,Crest,3.8,300,Casio Enticer Women Silver Analogue Watches (A535) LTP-2069D-6AVDF,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Women
6549,6550,39299,Sandal,Sandals,Palmer's,4.5,2,Red Chief Men Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg,"Sandals,myntassets.com",Men
6550,6551,41383,Topwear,Tops,Covidien,4.4,8,Wrangler Women Blossom Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
6551,6552,24714,Shoes,Casual Shoes,L'Oreal Paris,5.0,1582,Puma Men Volley HP Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
6552,6553,27191,Topwear,Kurtas,PROVON,4.5,300,Mother Earth Women Pink Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/08a0c29d2ea67ca9449aa54466f6b0a1_images.jpg,"Kurtas,myntassets.com",Women
6553,6554,26043,Topwear,Shirts,BIC,4.7,197,John Miller Men Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6554,6555,29837,Topwear,Shirts,Bath & Body Works,4.5,1,Basics Men Yellow Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
6555,6556,3621,Flip Flops,Flip Flops,Always,4.4,726,Puma Men's Neon Cat Black Flip Flop,http://assets.myntassets.com/v1/images/style/properties/53690e3f396f411e184b249672d6ebae_images.jpg,"Flip Flops,myntassets.com",Men
6556,6557,17704,Shoes,Casual Shoes,Old Spice,5.0,504,Vans unisex Old Skool Red Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Unisex
6557,6558,23531,Fragrance,Perfume and Body Mist,TENA,4.5,300,DKNY Women Be Delicious Perfume,http://assets.myntassets.com/v1/images/style/properties/438c41900a80acabb3ef197f0559a9eb_images.jpg,"Perfume and Body Mist,myntassets.com",Women
6558,6559,34586,Dress,Dresses,Milani,4.4,1083,Tonga Women Printed Black Dress,http://assets.myntassets.com/v1/images/style/properties/c5b0d7c1f0308be020655bc10ca16427_images.jpg,"Dresses,myntassets.com",Women
6559,6560,6353,Sandal,Sandals,Dreft,4.1,5,Crocs Girls Pink Clogs,http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg,"Sandals,myntassets.com",Girls
6560,6561,47074,Bottomwear,Patiala,Colora,4.6,300,Shree Women Blue & Mustard Patiala,http://assets.myntassets.com/v1/images/style/properties/fdcc7abfc526a3c6fbb0f94c47f2154e_images.jpg,"Patiala,myntassets.com",Women
6561,6562,35454,Topwear,Tshirts,L'Oreal Paris,3.9,495,Doodle Boys Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Boys
