Uniq id,Product Id,gender,masterCategory,Product Category,Product Name,baseColour,Product Brand,season,Product Rating,Product Reviews Count,usage,Product Description,Product Image Url,Product ,Tags,Product Tags
3598,11348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Queen Helene,Summer,5,1,Casual,Lee Men Navy Blue Powell Fit Jeans,http://assets.myntassets.com/assets/images/11348/2016/7/22/11469191489534-Lee-Men-Navy-Blue-Powell-Fit-Jeans-2321469191489012-1.jpg,Jeans,myntassets.com,"Jeans,myntassets.com"
3599,41438,Men,Footwear,Shoes,Sports Shoes,White,Eclectic Lady,Fall,4,1,Casual,Lee Cooper Men White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/00151ff747ecd0822548bc03eae08649_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
3600,52813,Men,Accessories,Wallets,Wallets,Brown,McKesson,Summer,5,5,Casual,JAG Men Chocolate Brown Leather Wallet,http://assets.myntassets.com/v1/images/style/properties/1b2907313963244f8cec84e5e46758d0_images.jpg,Wallets,myntassets.com,"Wallets,myntassets.com"
3601,39522,Unisex,Accessories,Bags,Laptop Bag,Black,Crest,Summer,5,5,Casual,Peter England Unisex Black Bag,http://assets.myntassets.com/v1/images/style/properties/4529303510e0ec8adf14d704a2f8edd9_images.jpg,Laptop Bag,myntassets.com,"Laptop Bag,myntassets.com"
3602,44378,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Camidy,Spring,5,5,Casual,ADIDAS Men Dynamic Pulse Perfume,http://assets.myntassets.com/v1/images/style/properties/f054ba05bc4e50107fa6160296549f20_images.jpg,Perfume and Body Mist,myntassets.com,"Perfume and Body Mist,myntassets.com"
3603,58727,Women,Apparel,Topwear,Tshirts,Purple,Peter Thomas Roth,Summer,5,2,Casual,Puma Women Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Purple-T-shirt_74cdf53f2b1ae2a367c7f45fe4ec908d_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3604,14408,Women,Footwear,Shoes,Heels,Beige,Glade,Summer,5,5,Casual,Enroute Women Casual Beige Flats,http://assets.myntassets.com/v1/images/style/properties/a7f1a17d79390d0a3bf3ecd303683875_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
3605,11946,Men,Footwear,Sandal,Sandals,Brown,Cedarcide,Summer,5,5,Casual,Ganuchi Men Casual Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/ecd25a12d12fee2264083bec8b7ed930_images.jpg,Sandals,myntassets.com,"Sandals,myntassets.com"
3606,36758,Women,Accessories,Watches,Watches,Grey,Dove Men+Care,Winter,4.6,4354,Casual,Maxima Women Grey Dial Watch,http://assets.myntassets.com/v1/images/style/properties/703eb2003943c72c6aa6167cbbbd188c_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3607,5863,Men,Apparel,Topwear,Tshirts,Purple,Good Essential,Summer,3,1,Casual,ADIDAS Men's Saltero Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/b195175351bea50442ecc6d5bd629011_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3608,39710,Unisex,Accessories,Watches,Watches,Blue,8.86E+11,Winter,5,5,Casual,ADIDAS Original Unisex Blue Dial Chronograph Watch ADH2639,http://assets.myntassets.com/v1/images/style/properties/066e2d2c5c6fd5997b95021a4b7c6001_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3609,19317,Unisex,Accessories,Bags,Backpacks,Black,Tweezerman,Spring,4,13,Casual,Nike Unisex Casual Black Backpack,http://assets.myntassets.com/v1/images/style/properties/d3c90c02524e4398baeacd91d85a8893_images.jpg,Backpacks,myntassets.com,"Backpacks,myntassets.com"
3610,55038,Women,Personal Care,Lips,Lipstick,Brown,NIVEA,Spring,5,5,NA,Lakme Absolute Matte Brick Lipstick 51,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Brick-Lipstick-51_ea6c2e5878d87bbed0191438ad7b55f3_images.jpg,Lipstick,myntassets.com,"Lipstick,myntassets.com"
3611,8740,Men,Apparel,Topwear,Shirts,Navy Blue,CND,Fall,5,1,Casual,Indigo Nation Men Checks Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/d0e9e44fe7a79b0e0ad354e8c74b0d52_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3612,23884,Men,Footwear,Shoes,Sports Shoes,White,Depend,Fall,5,2197,Sports,Fila Men Hitech White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/6b1d5e664a4dfdfac8ab8f5587257285_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
3613,9692,Men,Apparel,Topwear,Tshirts,Navy Blue,Youngblood,Fall,5,5,Casual,Classic Polo Men Ikon Navy Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/2169ea6c58522f56a03ef5cb8a8b2373_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3614,27418,Women,Apparel,Bottomwear,Capris,Red,Reuzel,Winter,5,1,Casual,Jockey Women Red Relaxed Capris,http://assets.myntassets.com/v1/image/style/properties/27418/Jockey-Women-Red-Relaxed-Capris_1_ef9cf7053219317ff1901a1fcb9615f9.jpg,Capris,myntassets.com,"Capris,myntassets.com"
3615,34833,Women,Footwear,Shoes,Flats,Green,Sage,Summer,5,2,Casual,ADIDAS Women Sweep Green Sandals,http://assets.myntassets.com/v1/images/style/properties/dbfad4b687f66fef421fd8f883d7227f_images.jpg,Flats,myntassets.com,"Flats,myntassets.com"
3616,7708,Women,Apparel,Bottomwear,Jeans,Blue,Source Naturals,Fall,5,1,Casual,Jealous 21 Women Aliah Blue Jegging,http://assets.myntassets.com/v1/images/style/properties/af7bdcc918f7a88a64f613560501d143_images.jpg,Jeans,myntassets.com,"Jeans,myntassets.com"
3617,55804,Women,Apparel,Loungewear and Nightwear,Night suits,Multi,ALFAPARF MILANO,Summer,5,5,Casual,SDL by Sweet Dreams Women Multicoloured Striped Night Suit S11-3129,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Yellow-Pyjama-Set_367c2f328a8a1dbc508b8009dc8a2755_images.jpg,Night suits,myntassets.com,"Night suits,myntassets.com"
3618,51498,Women,Apparel,Bottomwear,Jeans,Blue,True Fit,Summer,5,5,Casual,Denizen Women Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/2250323f83ae2fe7b8fac8aa55a6f798_images.jpg,Jeans,myntassets.com,"Jeans,myntassets.com"
3619,29582,Women,Footwear,Shoes,Flats,Black,Pumie,Summer,5,26,Casual,Puma Women Black Grace Flats,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Grace-Black-Sandals_632d064a8a8ff4733d1389a9642a10a7_images.jpg,Flats,myntassets.com,"Flats,myntassets.com"
3620,28450,Women,Apparel,Bottomwear,Track Pants,Grey,P&J,Summer,3.8,4,Casual,Urban Yoga Women Grey Track Pants,http://assets.myntassets.com/v1/images/style/properties/fc91ccad406b0cb594333513d20ca976_images.jpg,Track Pants,myntassets.com,"Track Pants,myntassets.com"
3621,4710,Unisex,Accessories,Watches,Watches,Black,P&J,Winter,5,1,Sports,ADIDAS Unisex New York Chronographic Digital Black Red Watch,http://assets.myntassets.com/v1/images/style/properties/87cca64e7f8d6a7772425018631d1391_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3622,15347,Men,Apparel,Topwear,Tshirts,Black,Kokie Cosmetics,Fall,5,9,Sports,Nike Men Special Edition 3 Star Cricket Fan Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/8fe28ccbbb8ce6218df1e3e04d7c491f_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3623,52480,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Blue,Benefit Cosmetics,Winter,5,5,Casual,Red Rose Blue & Black Nightdress,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Blue---Black-Nightdress_e79589bf50832bfcafc0913b46bd7d55_images.jpg,Baby Dolls,myntassets.com,"Baby Dolls,myntassets.com"
3624,59068,Women,Apparel,Innerwear,Bra,Blue,Glade,Summer,2.7,69,Casual,Peri Peri Women Blue Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Blue-Bra_7c067fc6505ec517fd835db12b92899a_images.jpg,Bra,myntassets.com,"Bra,myntassets.com"
3625,21172,Women,Apparel,Topwear,Tunics,Blue,MIZANI,Fall,4.4,11,Casual,s.Oliver Women Powder Blue Tunic,http://assets.myntassets.com/v1/images/style/properties/5d185582bd2230fbb16dc99316c6659c_images.jpg,Tunics,myntassets.com,"Tunics,myntassets.com"
3626,40979,Boys,Apparel,Topwear,Tshirts,Yellow,L'Oreal Paris,Summer,4.8,53,Casual,Gini and Jony Boys Core Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/51526845111a4fd6533e4a17135732c9_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3627,38863,Women,Apparel,Topwear,Tops,Blue,CND,Summer,5,5,Casual,Latin Quarters Women Blue Printed Top,http://assets.myntassets.com/v1/images/style/properties/e3def139254af4876ec247d499600c32_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
3628,14295,Men,Apparel,Topwear,Tshirts,Black,Redken,Fall,4.7,38,Casual,Classic Polo Men Printed pack of 3 Tshirts,http://assets.myntassets.com/v1/images/style/properties/de727bf24e2fb75b1f19e764ac9a9048_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3629,56020,Women,Personal Care,Lips,Lipstick,Purple,L'Oreal Professionnel,Spring,5,5,Casual,Colorbar Soft Touch Felin Lipstick 036,http://assets.myntassets.com/assets/images/56020/2019/1/11/7e03be8a-280d-414a-adfc-7db3882f0e5c1547190771153-Colorbar-Soft-Touch-Felin-Lipstick-036-5981547190770948-1.jpg,Lipstick,myntassets.com,"Lipstick,myntassets.com"
3630,32565,Women,Apparel,Topwear,Tops,Blue,Wella,Summer,4.2,6,Casual,ONLY Women Smock Blue Top,http://assets.myntassets.com/v1/images/style/properties/027061d1cde925816fe9348dbaa8e7f2_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
3631,40145,Girls,Apparel,Bottomwear,Capris,Pink,Tena Overnight Super,Summer,5,5,Casual,Gini and Jony Girls Kinky Pink Capris,http://assets.myntassets.com/v1/images/style/properties/aeaa25e22521dccc8ba43a44b5bdbdb4_images.jpg,Capris,myntassets.com,"Capris,myntassets.com"
3632,58986,Women,Personal Care,Fragrance,Deodorant,Magenta,Pixnor,Spring,5,5,Casual,Cavallini Women Deo,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Women-Deo_5ccea93953a63a73cbe371f15819b80d_images.jpg,Deodorant,myntassets.com,"Deodorant,myntassets.com"
3633,24400,Women,Apparel,Topwear,Kurtas,Black,Jergens,Summer,5,3,Ethnic,Vishudh Women Black Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/23ab4a7ad02b8375e28930143ca358fd_images.jpg,Kurtas,myntassets.com,"Kurtas,myntassets.com"
3634,10635,Men,Footwear,Shoes,Casual Shoes,Black,Bulgari,Fall,5,5,Casual,Carlton London Men Semi oxfords Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/412580b9038a38e27506054eac80a836_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
3635,18458,Men,Personal Care,Fragrance,Deodorant,White,Sebastian Professional,Spring,5,1,Casual,David Beckham Instinct Men Deos,http://assets.myntassets.com/v1/images/style/properties/99ce134e00a45737611cac9767455fa7_images.jpg,Deodorant,myntassets.com,"Deodorant,myntassets.com"
3636,27285,Women,Apparel,Topwear,Kurtas,Brown,Jean-Charles Brosseau,Fall,5,5,Ethnic,Mother Earth Women Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/e51461f59715c36c77dc59f328504cbc_images.jpg,Kurtas,myntassets.com,"Kurtas,myntassets.com"
3637,48328,Women,Accessories,Bags,Handbags,Pink,Sof Sole,Summer,4.6,87,Casual,Pitaraa Women Pink Sling Bag,http://assets.myntassets.com/v1/images/style/properties/00027e9cde1f4471714cfd963c8e354f_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
3638,42612,Women,Accessories,Jewellery,Jewellery Set,Gold,Tidy Monster,Winter,4.8,5,Casual,Estelle Women Gold Earring & Pendant Set,http://assets.myntassets.com/v1/images/style/properties/b9305a2221316f4a796217d426d8d9ed_images.jpg,Jewellery Set,myntassets.com,"Jewellery Set,myntassets.com"
3639,3535,Men,Apparel,Topwear,Tshirts,Navy Blue,Nu Skin,Summer,5,5,Casual,Myntra Men's Saadhu Starter Kit Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/6e0a2326ce392bba5f84cd74eea89f2c_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3640,26357,Women,Apparel,Topwear,Tshirts,Pink,Oral-B,Summer,5,2,Casual,Arrow Woman Striped Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/9e3bafb34e4d576de178770a4a3f7e08_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3641,12162,Women,Apparel,Bottomwear,Leggings,Green,OPI,Fall,5,5,Ethnic,Aurelia Women Solid Blue Leggings,http://assets.myntassets.com/v1/images/style/properties/5c966372ea55d6c79165c24a500148d6_images.jpg,Leggings,myntassets.com,"Leggings,myntassets.com"
3642,47360,Women,Accessories,Bags,Handbags,Green,Bulgari,Summer,5,5,Casual,Baggit Women Green Bag,http://assets.myntassets.com/v1/images/style/properties/0141f6778fac39ec615ddf72d7048871_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
3643,9833,Women,Apparel,Topwear,Tshirts,Green,Maybelline,Fall,4,528,Casual,Little Miss Women Printed Olive Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/45e9de20c32722d48ec88147e8f75cc0_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3644,17410,Men,Footwear,Shoes,Sports Shoes,White,Sally Hansen,Fall,5,11334,Sports,Lotto Men Atlantica White Sports Shoe,http://assets.myntassets.com/v1/images/style/properties/082147936cb571867ca64b0d078f659d_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
3645,23625,Girls,Apparel,Topwear,Tops,Pink,Tom Ford,Fall,5,5,Casual,Doodle Kids Girls Pink Retro Top,http://assets.myntassets.com/v1/images/style/properties/b222e8d07fb08047514b355c4f0d1659_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
3646,51205,Women,Apparel,Innerwear,Bra,Skin,NOW,Summer,5,5,Casual,Enamor Women Skin Bra,http://assets.myntassets.com/v1/images/style/properties/Enamor-Women-Skin-Bra_49c200489067b767da0e0d278c7c521d_images.jpg,Bra,myntassets.com,"Bra,myntassets.com"
3647,7195,Women,Apparel,Topwear,Tops,White,MiO,Fall,4.6,145,Casual,Jealous 21 Women Knit Butterfly Print White Top,http://assets.myntassets.com/v1/images/style/properties/f6baea2cad7af91ab8ae8902f60a63d0_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
3648,30000,Women,Accessories,Watches,Watches,Silver,Benefit Cosmetics,Winter,5,5,Casual,Aspen Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/05459a6a4dce63440b50062002de33c9_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3649,13282,Women,Apparel,Bottomwear,Capris,Black,Depend,Fall,5,5,Casual,Gini and Jony Kids Solid Black Capris,http://assets.myntassets.com/v1/images/style/properties/8dbb5553ab4000deb3e567c0e7a44130_images.jpg,Capris,myntassets.com,"Capris,myntassets.com"
3650,54545,Women,Accessories,Bags,Handbags,Orange,Matrix,Summer,5,2,Casual,Lino Perros Women Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Orange-Handbag_621ad6bad2ee901ef7ed951e82db4eec_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
3651,55497,Women,Personal Care,Lips,Lip Gloss,Pink,O-Cedar,Spring,5,49,Casual,Revlon Peony Pivoine Lip Gloss 008,http://assets.myntassets.com/v1/images/style/properties/Revlon-Peony-Pivoine-Lip-Gloss-008_062a62c18114d1f9557761c6b5a55e3a_images.jpg,Lip Gloss,myntassets.com,"Lip Gloss,myntassets.com"
3652,12350,Men,Apparel,Topwear,Shirts,Pink,Tom's of Maine,Fall,5,5,Formal,Reid & Taylor Men Pink Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-Pink-Striped-Shirt_d46f48638f5eff667cc35cdcef004cad_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3653,29911,Men,Accessories,Watches,Watches,Black,Formula 409,Winter,4.3,6,Casual,Police Men Black Dial Watch PL12176JS02A,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Black-Watch_33bebfabf526930310c189dd322da91b_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3654,3707,Men,Apparel,Topwear,Tshirts,Purple,Aveeno,Summer,3.5,50,Casual,Classic Polo Men's Purple Black & Cream Stripe T-shirt,http://assets.myntassets.com/v1/images/style/properties/51ea96443d35e7c41f6ce9f5c22c0519_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3655,6275,Women,Apparel,Topwear,Tshirts,Pink,Simple,Summer,4.2,85,Casual,UCB Women's Crystal Benetton Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/6b41ae986eed134003c5e52653ca43bc_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3656,26959,Women,Apparel,Topwear,Shirts,Pink,Veritiv Operating Company,Summer,5,5,Casual,Jealous 21 Women Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Pink-Shirt_2be751c2df8558fb7682f836dd678492_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3657,46080,Men,Footwear,Shoes,Sports Shoes,Blue,Revlon,Summer,5,1,Sports,ADIDAS Men Blue Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/98648296abe452350f67540957a1c0cc_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
3658,51037,Women,Apparel,Innerwear,Briefs,White,Matrix,Summer,4,4,Casual,Enamor Women White and Pink Briefs,http://assets.myntassets.com/v1/images/style/properties/2a8c4ad943736caa507e7a9ff5d5665e_images.jpg,Briefs,myntassets.com,"Briefs,myntassets.com"
3659,21340,Men,Accessories,Eyewear,Sunglasses,Copper,Aroma Retail,Winter,5,5,Casual,Pal Zileri Men Casual Copper Frame Sunglasses,http://assets.myntassets.com/v1/images/style/properties/bfe49e54d2b41e43de5baa1e373c27b6_images.jpg,Sunglasses,myntassets.com,"Sunglasses,myntassets.com"
3660,4522,Men,Footwear,Shoes,Sports Shoes,Grey,Eclectic Lady,Summer,5,5,Sports,Puma Men's Faas Grey Shoes,http://assets.myntassets.com/v1/images/style/properties/437ba16eb3cd98b8f0766a1f7be7ba2a_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
3661,45605,Men,Footwear,Shoes,Formal Shoes,Black,Funcee,Summer,5,5,Formal,Arrow Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/a05fe01290b257157bc99ca67515ad3e_images.jpg,Formal Shoes,myntassets.com,"Formal Shoes,myntassets.com"
3662,37225,Men,Accessories,Bags,Duffel Bag,Olive,RoC,Summer,5,1749,Casual,United Colors of Benetton Men Olive Duffle Bag,http://assets.myntassets.com/v1/images/style/properties/de0c33357f14d46e6d18408897a782b1_images.jpg,Duffel Bag,myntassets.com,"Duffel Bag,myntassets.com"
3663,53760,Men,Apparel,Topwear,Tshirts,Navy Blue,Revlon,Summer,4.5,784,Casual,Puma Men Navy Blue and White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Dark-Blue-and-White-Striped-Polo-T-shirt_ac7b34043d97e3eddc1e56d3cb1b7552_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3664,15949,Men,Accessories,Ties,Ties,Black,Glade,Fall,3.9,9,Formal,Turtle Men Check Black Ties,http://assets.myntassets.com/v1/images/style/properties/a070c22157c158ab1b27f2ca3c8ac3c2_images.jpg,Ties,myntassets.com,"Ties,myntassets.com"
3665,32757,Men,Footwear,Shoes,Casual Shoes,Multi,Aloe Gator,Fall,5,5,Casual,Fila Men Glam II Multi Coloured Shoes,http://assets.myntassets.com/v1/images/style/properties/79bf7d8999eeeabe2470ebff7e3a6b9f_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
3666,56212,Women,Accessories,Jewellery,Pendant,Gold,Maybelline,Winter,3.5,2,Casual,Estelle Women Gold Pendant with Chain,http://assets.myntassets.com/v1/images/style/properties/Estelle-Pendant-With-Chain_d893271f4ab7f35c250b53eac17e4d6a_images.jpg,Pendant,myntassets.com,"Pendant,myntassets.com"
3667,24632,Unisex,Footwear,Flip Flops,Flip Flops,Red,Dove Men+Care,Fall,5,149,Casual,ADIDAS Unisex Red Checks Flip Flops,http://assets.myntassets.com/v1/images/style/properties/cb9cc14c84fd1999414a247bb43c6bdb_images.jpg,Flip Flops,myntassets.com,"Flip Flops,myntassets.com"
3668,10407,Men,Apparel,Topwear,Shirts,Grey,EltaMD,Fall,5,5,Formal,United Colors of Benetton Men Solid Grey Shirts,http://assets.myntassets.com/v1/images/style/properties/958c2e26ee3e6ec44b17faf89a9783f7_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3669,33685,Men,Footwear,Shoes,Formal Shoes,Black,Poise,Summer,5,547,Formal,Cobblerz Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/b3f685b0647893db1800788d924c9f24_images.jpg,Formal Shoes,myntassets.com,"Formal Shoes,myntassets.com"
3670,12734,Women,Accessories,Bags,Handbags,Black,Onyx Professional,Fall,4,26,Sports,Nike Women Samba Black Handbags,http://assets.myntassets.com/v1/images/style/properties/2a899ab5a898a51c8954ae04dc89c973_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
3671,42044,Men,Footwear,Shoes,Casual Shoes,Grey,PiccoCasa,Summer,5,68,Casual,Nike Men Wardour Chukka White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/2819f41dd9685b02ece177ea8b74afb2_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
3672,3363,Women,Apparel,Topwear,Tshirts,Black,Alovitox,Summer,5,5,Casual,Myntra Women Creative designs Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/8849f92ae462d1415015d6a437714e6e_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3673,9659,Men,Apparel,Topwear,Shirts,Blue,Jean Paul Gaultier,Fall,5,5,Casual,Indigo Nation Men Reversible Bling Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/ab3bfd44385bbe6ae244d3fca6e3b178_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3674,30464,Women,Apparel,Innerwear,Bra,White,Wahl,Summer,5,5,Casual,Lovable Women All Day Long White Bra,http://assets.myntassets.com/v1/images/style/properties/9841b963bf23a9d00ce2db57f9fdf0d4_images.jpg,Bra,myntassets.com,"Bra,myntassets.com"
3675,43196,Women,Accessories,Watches,Watches,White,SheaMoisture,Winter,3.7,13,Casual,Fastrack Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/3922ae10ef897f9fe0283a9457bd1d12_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
3676,54121,Women,Footwear,Shoes,Heels,Black,Mgaxyff,Winter,5,5,Casual,Rocia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/9a61d89eaedfb7027fbccf03f9943945_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
3677,35116,Women,Accessories,Jewellery,Necklace and Chains,Black,SUPRENT,Summer,4.5,57,Casual,Allen Solly Woman Black Necklace,http://assets.myntassets.com/v1/images/style/properties/9a9899e971c7859d1b8d7b46f470fccd_images.jpg,Necklace and Chains,myntassets.com,"Necklace and Chains,myntassets.com"
3678,42878,Women,Accessories,Bags,Clutches,Maroon,As I Am,Summer,5,5,Casual,NA,http://assets.myntassets.com/v1/images/style/properties/715b4ea4f6e79cad4ff16bcae4eae3f3_images.jpg,Clutches,myntassets.com,"Clutches,myntassets.com"
3679,16394,Men,Apparel,Topwear,Shirts,Blue,Rimmel,Fall,4.5,817,Casual,Levis Men Check Blue  Shirts,http://assets.myntassets.com/v1/images/style/properties/4aefd2f041e97505c36977e61f06d35f_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3680,51453,Women,Apparel,Topwear,Tops,Multi,QD,Summer,5,2,Casual,Tonga Women Multicoloured Top,http://assets.myntassets.com/v1/images/style/properties/54a604f492a24923ea8432d5ce28ae48_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
3681,50581,Men,Apparel,Innerwear,Briefs,Grey Melange,Tebru,Winter,5,5,Casual,Chromozome Men Grey Pack of 2 Briefs,http://assets.myntassets.com/v1/images/style/properties/ce2112b365107177b167f2c3ea20da3f_images.jpg,Briefs,myntassets.com,"Briefs,myntassets.com"
3682,17246,Men,Apparel,Topwear,Tshirts,Navy Blue,Alba Botanica,Fall,5,5,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/fe675fa4821d1e74d0ee0a2798fd6b97_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3683,23073,Men,Apparel,Bottomwear,Trousers,Grey,Kotex,Winter,4.4,3454,Formal,Arrow Men Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/b3fb684873bf4f798a50c9c1fcaa680a_images.jpg,Trousers,myntassets.com,"Trousers,myntassets.com"
3684,6611,Men,Apparel,Topwear,Shirts,Navy Blue,Bernard Jensen,Summer,5,1,Casual,Spykar Men Stripes Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/4aee26ace1ca3775fef111edf24e4dfe_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
3685,47536,Women,Footwear,Shoes,Flats,Black,Cascade,Winter,5,675,Casual,Portia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/6f95f0cb9f9f6e5e6ed76db4cca1621a_images.jpg,Flats,myntassets.com,"Flats,myntassets.com"
3686,5094,Men,Apparel,Topwear,Tshirts,Brown,Tan Towel,Summer,5,1,Casual,Wrangler Men's Reverse Print Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/25100305ac39f5b857efc4b9e9feefb5_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
3687,15511,Women,Footwear,Shoes,Heels,Pink,Aunt Jackie's,Fall,5,1,Casual,Rockport Women Jeanie Thong Chain Pink Flats,http://assets.myntassets.com/v1/images/style/properties/0a8fa35ad40edf64d2883f4d189249e6_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
3688,21724,Women,Footwear,Shoes,Heels,Brown,MD Science Lab,Winter,5,3,Casual,Catwalk Women Casual Brown Heels,http://assets.myntassets.com/v1/images/style/properties/42a4e7afdc06ef8f8d7bc0751ceb971f_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
3689,36793,Men,Accessories,Watches,Watches,Off White,Rubbermaid Commercial Products,Winter,1,1,Casual,Maxima Attivo Men Off-White Dial Watch 24130LMGT,http://assets.myntassets.com/v1/images/style/properties/Maxima-Attivo-Men-Off-White-Dial-Watch-24130LMGT_b264ea09629195b83f63a2cc8dfb3709_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
