,ID,Product Id,Category,Name,Brand,Rating,ReviewCount,Description,ImageURL,Tags,Gender
3681,3682,17246,Topwear,Tshirts,Alba Botanica,4.5,300,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/fe675fa4821d1e74d0ee0a2798fd6b97_images.jpg,"Tshirts,myntassets.com",Men
3682,3683,23073,Bottomwear,Trousers,Kotex,4.4,3454,Arrow Men Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/b3fb684873bf4f798a50c9c1fcaa680a_images.jpg,"Trousers,myntassets.com",Men
3683,3684,6611,Topwear,Shirts,Bernard Jensen,4.5,1,Spykar Men Stripes Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/4aee26ace1ca3775fef111edf24e4dfe_images.jpg,"Shirts,myntassets.com",Men
3684,3685,47536,Shoes,Flats,Cascade,4.5,675,Portia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/6f95f0cb9f9f6e5e6ed76db4cca1621a_images.jpg,"Flats,myntassets.com",Women
3685,3686,5094,Topwear,Tshirts,Tan Towel,5,1,Wrangler Men's Reverse Print Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/25100305ac39f5b857efc4b9e9feefb5_images.jpg,"Tshirts,myntassets.com",Men
3686,3687,15511,Shoes,Heels,Aunt Jackie's,4.5,1,Rockport Women Jeanie Thong Chain Pink Flats,http://assets.myntassets.com/v1/images/style/properties/0a8fa35ad40edf64d2883f4d189249e6_images.jpg,"Heels,myntassets.com",Women
3687,3688,21724,Shoes,Heels,MD Science Lab,4.5,3,Catwalk Women Casual Brown Heels,http://assets.myntassets.com/v1/images/style/properties/42a4e7afdc06ef8f8d7bc0751ceb971f_images.jpg,"Heels,myntassets.com",Women
3688,3689,36793,Watches,Watches,Rubbermaid Commercial Products,1,1,Maxima Attivo Men Off-White Dial Watch 24130LMGT,http://assets.myntassets.com/v1/images/style/properties/Maxima-Attivo-Men-Off-White-Dial-Watch-24130LMGT_b264ea09629195b83f63a2cc8dfb3709_images.jpg,"Watches,myntassets.com",Men
3689,3690,4146,Shoes,Sports Shoes,Tranquility,4.5,300,Nike Women Trainer White Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/3fdda2893609ddafe1a29631bed51c91_images.jpg,"Sports Shoes,myntassets.com",Women
3690,3691,45261,Watches,Watches,Norvell,1,1,Casio G-SHOCK Men Black Dial Analogue & Digital Watch G220,http://assets.myntassets.com/v1/images/style/properties/Casio-Men-Red-Analog-Watch_e9faaa848911cd40181c32b48be3adf7_images.jpg,"Watches,myntassets.com",Men
3691,3692,24256,Shoes,Casual Shoes,GMYLE,4.5,13,Numero Uno Men Green Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/2ab9915265f0498a4adf481c64160b8a_images.jpg,"Casual Shoes,myntassets.com",Men
3692,3693,10063,Topwear,Tshirts,OPI,4.5,300,Puma Men spine tee Yellow Tshirts,http://assets.myntassets.com/v1/images/style/properties/326621cc6459c808536e5229782ea491_images.jpg,"Tshirts,myntassets.com",Men
3693,3694,38609,Topwear,Tshirts,OPI,4.5,300,Nike Men Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/901ed3755b23ed6885029efb73faab57_images.jpg,"Tshirts,myntassets.com",Men
3694,3695,32333,Watches,Watches,NixT,4.5,300,Q&Q Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Dial-Watch_79ce09f8fedb7f593564dfc203282a07_images.jpg,"Watches,myntassets.com",Men
3695,3696,56676,Watches,Watches,Paul Mitchell,4.5,1,Maxima Men White Chronograph Watch,http://assets.myntassets.com/v1/images/style/properties/Maxima-Men-White-Chronograph-Watch_348d4ac6a7537ab97619083ecde713c9_images.jpg,"Watches,myntassets.com",Men
3696,3697,25384,Innerwear,Briefs,Unique Bargains,4.3,7,Levis Men Blue Brief,http://assets.myntassets.com/v1/images/style/properties/ac753a70aaaa475a1f77e7c06e1e005a_images.jpg,"Briefs,myntassets.com",Men
3697,3698,53136,Shoes,Heels,Redken,4.5,300,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/622b6fcaa104a101d327dec93528f5e2_images.jpg,"Heels,myntassets.com",Women
3698,3699,44181,Fragrance,Perfume and Body Mist,ConvaTec,5,1,Nike Fragrances Women Free Soul Perfume 150 ml,http://assets.myntassets.com/v1/images/style/properties/1a9346c1c573166ae75ffeda6477f29b_images.jpg,"Perfume and Body Mist,myntassets.com",Women
3699,3700,24858,Topwear,Shirts,Dial,4.5,300,Mark Taylor Men White Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/bc42377becb55150910050aca94fdf71_images.jpg,"Shirts,myntassets.com",Men
3700,3701,37473,Watches,Watches,Mineral Fusion,4.8,12,Esprit Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/17cf06d2ea6c504571cb05951dfd1640_images.jpg,"Watches,myntassets.com",Men
3701,3702,4374,Topwear,Tshirts,Jordana,4.5,300,Batman Men's Batman Big Face Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/d76e3c6cc67f78811d416cc0517ce07e_images.jpg,"Tshirts,myntassets.com",Men
3702,3703,15723,Shoes,Sports Shoes,Panier des Sens,4.5,300,Nike Women Ballista II White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Ballista-II-White-Sports-Shoes_22d77b37951d43ddefa6b7c30a8c8223_images.jpg,"Sports Shoes,myntassets.com",Women
3703,3704,40521,Watches,Watches,Dove,4.4,417,Titan Men Cream Dial Watch,http://assets.myntassets.com/v1/images/style/properties/a72085495e2a501815ac4d9f3c007a70_images.jpg,"Watches,myntassets.com",Men
3704,3705,57596,Lips,Lipstick,Stila,4.5,300,Lotus Herbals Moistpetals Rose Lipstick 141,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Moistpetals-Rose-Lipstick-141_2d61e9ca3fdf85e8f475f757f9b279eb_images.jpg,"Lipstick,myntassets.com",Women
3705,3706,56444,Nails,Nail Polish,Weber,4.7,2237,Streetwear Shine Divine Cherry Divine Nail Enamel 16,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Women-Nail-Polish_388f4125d8ca8368d70e5d5be8f0fe09_images.jpg,"Nail Polish,myntassets.com",Women
3706,3707,11383,Topwear,Tops,Just Nutritive,4.5,300,United Colors Of Benetton Women Light Winter Black Tops,http://assets.myntassets.com/v1/images/style/properties/24d13e727cd17a2b2f8378ace8105bbd_images.jpg,"Tops,myntassets.com",Women
3707,3708,42276,Shoes,Casual Shoes,Burt's Bees,4.5,300,Vans Men Navy Blue Michoacan Shoes,http://assets.myntassets.com/v1/images/style/properties/2e83d57a194c3ca14466b5e46b9e81cc_images.jpg,"Casual Shoes,myntassets.com",Men
3708,3709,3151,Shoes,Sports Shoes,McKesson,4.5,300,Nike Men's Lunarswift Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/7ee77f6e00c30da7cd5a1b3d93fe5943_images.jpg,"Sports Shoes,myntassets.com",Men
3709,3710,31784,Topwear,Tops,method,4.5,300,Lee Women Katie Red Top,http://assets.myntassets.com/v1/images/style/properties/a95531157b2406119f5fd29cc66bc77b_images.jpg,"Tops,myntassets.com",Women
3710,3711,26733,Fragrance,Deodorant,Coppertone,4.5,300,Reebok Men Chennai Super Kings Deo,http://assets.myntassets.com/v1/images/style/properties/3ce4257ab93668af5e880009d91c4888_images.jpg,"Deodorant,myntassets.com",Men
3711,3712,12506,Shoes,Casual Shoes,Unique Bargains,4,6,Red Tape Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/79b4ee762c04f387ec9a310537adb0ca_images.jpg,"Casual Shoes,myntassets.com",Men
3712,3713,17848,Topwear,Tshirts,Olay,4.5,300,Flying Machine Women Mind Your White Tshirt,http://assets.myntassets.com/v1/images/style/properties/9cd113879672e039d5f0da7471536d93_images.jpg,"Tshirts,myntassets.com",Women
3713,3714,22393,Topwear,Tshirts,Capri Blue,4.5,300,ADIDAS Women Verve Tee Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/bede87d1f39eb0c758332db44c6f4e46_images.jpg,"Tshirts,myntassets.com",Women
3714,3715,51661,Watches,Watches,Dr. Fred Summit,4.5,3,Fossil Men Black Dial Watch AM4368,http://assets.myntassets.com/assets/images/51661/2016/5/20/11463745873980-Fossil-Men-Black-Dial-Watch-AM4368-7821463745873837-1.jpg,"Watches,myntassets.com",Men
3715,3716,35324,Jewellery,Earrings,Nioxin,4.5,11,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/43d71c2a7a00317d2a424bab49bae2db_images.jpg,"Earrings,myntassets.com",Women
3716,3717,18800,Bags,Backpacks,Unique Bargains,4.5,22,Peter England Unisex Casual Navy Blue Backpack,http://assets.myntassets.com/v1/images/style/properties/42ab6e00f11e685cb2bf1b2f9babec94_images.jpg,"Backpacks,myntassets.com",Unisex
3717,3718,6423,Flip Flops,Flip Flops,NARS,5,5,Lotto Men's Bavarian Black Yellow Flip Flop,http://assets.myntassets.com/v1/images/style/properties/8e32c33844c56ea0eab61b9e3631795e_images.jpg,"Flip Flops,myntassets.com",Men
3718,3719,17074,Belts,Belts,Milani,4,1,Lino Perros Women Brown Belt,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Brown-Belt_269916d02ce9a821116614810adfc9bc_images.jpg,"Belts,myntassets.com",Women
3719,3720,23241,Topwear,Kurtis,Obagi,4.5,300,Aneri Women Juhi Blue Kurti,http://assets.myntassets.com/v1/images/style/properties/de1b27c4feea73f21bc5681d555bef52_images.jpg,"Kurtis,myntassets.com",Women
3720,3721,19328,Topwear,Sweatshirts,OPI,4.5,300,Myntra Men Maroon Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/c1a3a5c1c954ac28dcdabb01a6f4393a_images.jpg,"Sweatshirts,myntassets.com",Men
3721,3722,55007,Lips,Lip Gloss,Aveeno,4.5,29,Lakme Sheer Satin Lip Gloss 11,http://assets.myntassets.com/v1/images/style/properties/Lakme-Sheer-Satin-Lip-Gloss-11_2bc92badbbcb1da4db7543060299d45e_images.jpg,"Lip Gloss,myntassets.com",Women
3722,3723,22969,Bags,Backpacks,Dr. Fred Summit,4.2,5,U.S. Polo Assn. Black Unisex Lug-Laptop Backpack,http://assets.myntassets.com/v1/images/style/properties/8d54b3b91f1ad381406b761530cf643d_images.jpg,"Backpacks,myntassets.com",Unisex
3723,3724,3397,Bags,Handbags,Dove,4.5,1138,Murcia Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/b35a92362ae775a4808b92ce93a987f9_images.jpg,"Handbags,myntassets.com",Women
3724,3725,2245,Topwear,Tshirts,Buxom,4.5,300,ADIDAS Women White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/54c377631779f9f8397ec9bc503c6576_images.jpg,"Tshirts,myntassets.com",Women
3725,3726,43162,Watches,Watches,Burberry,4.5,12,Fastrack Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/501a2d2ef13b912fe2117e435aa5f085_images.jpg,"Watches,myntassets.com",Women
3726,3727,27427,Loungewear and Nightwear,Lounge Shorts,Old Spice,3.7,92,Jockey Women Purple Lounge Shorts 1308,http://assets.myntassets.com/v1/images/style/properties/Jockey-Women-Purple-Lounge-Shorts-1308_daf3239ab6b15e4a3dadff89ae71ab8b_images.jpg,"Lounge Shorts,myntassets.com",Women
3727,3728,46410,Topwear,Tshirts,POND'S,4,6964,ADIDAS Men Purple Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/601c72ac18803ec9ab241e7aaf24e8e0_images.jpg,"Tshirts,myntassets.com",Men
3728,3729,7737,Headwear,Caps,St. Ives,4.5,300,Puma Unisex Stripe Cat Black Cap,http://assets.myntassets.com/v1/images/style/properties/d599f095f680da775a57b3b2465e0f13_images.jpg,"Caps,myntassets.com",Unisex
3729,3730,16360,Topwear,Shirts,Joe's®,4.5,300,Peter England Men Stripes Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/8c9fd11bd75f585c76a47c06244e1f82_images.jpg,"Shirts,myntassets.com",Men
3730,3731,50575,Innerwear,Trunk,Plant Therapy,4.5,300,Chromozome Men Grey Trunks,http://assets.myntassets.com/v1/images/style/properties/0aa08d01ef96793dcf5ef51c5ebe9ad9_images.jpg,"Trunk,myntassets.com",Men
3731,3732,34030,Topwear,Shirts,Everyday Essentials,3.7,3,Gini and Jony Boys Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/de60f28116510c52412e8c1c9a6217aa_images.jpg,"Shirts,myntassets.com",Boys
3732,3733,20602,Bags,Handbags,Colgate,1,1,Baggit Women Red Selection Lisa Sling Bag,http://assets.myntassets.com/v1/images/style/properties/903d8558eb54ba7d79bf2058ec7706af_images.jpg,"Handbags,myntassets.com",Women
3733,3734,58718,Topwear,Kurtas,Yardley London,4.5,300,ALayna Women Green Kurta,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Green-Kurta_131e5abf8a1667c8c5fb815fb4c56656_images.jpg,"Kurtas,myntassets.com",Women
3734,3735,14437,Shoes,Heels,Swanson Premium,4.7,84,Enroute Women Silver Wedges,http://assets.myntassets.com/v1/images/style/properties/61c2862df31a6b7fda0c58d490c0e962_images.jpg,"Heels,myntassets.com",Women
3735,3736,52222,Jewellery,Pendant,Original Sprout,4.5,6,Lencia Black and Silver Pendant,http://assets.myntassets.com/v1/images/style/properties/Lencia-Black-and-Silver-Pendant_0ad9604f7615a75cf2865b187cb9b5a3_images.jpg,"Pendant,myntassets.com",Women
3736,3737,11979,Shoes,Casual Shoes,True Fit,4.5,300,Fila Men Glam Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/f7f6a5fb69c690023ef5fc3c5c3c39be_images.jpg,"Casual Shoes,myntassets.com",Men
3737,3738,36767,Watches,Watches,Mrs. Meyer's Clean Day,4.9,46,Maxima Men Green Dial Watch,http://assets.myntassets.com/v1/images/style/properties/9d2f4e44007e804d8d696e3128b4015c_images.jpg,"Watches,myntassets.com",Men
3738,3739,45295,Watches,Watches,STS,4.5,300,CASIO SHEEN Women Silver-Toned Dial Watch SX042,http://assets.myntassets.com/assets/images/45295/2016/2/11/11455184688407-Casio-Women-White-Dial-Watch-3591455184688103-1.jpg,"Watches,myntassets.com",Women
3739,3740,57750,Makeup,Foundation and Primer,Donna Karan,4.5,300,Lotus Herbals Natural Blend Comfort Liquid Sand Foundation 310,http://assets.myntassets.com/assets/images/57750/2018/5/2/11525238133295-Lotus-Herbals-Natural-Blend-Comfort-Liquid-Sand-Foundation-310-1171525238133251-1.jpg,"Foundation and Primer,myntassets.com",Women
3740,3741,10097,Shoes,Sports Shoes,ATTITUDE,4.5,300,Reebok Men Reeflex Run White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg,"Sports Shoes,myntassets.com",Men
3741,3742,33215,Topwear,Tops,Craft County,3.2,5,Sepia Women Off White Top,http://assets.myntassets.com/v1/images/style/properties/edae588cec6f5c3d847dd5715ddb4a84_images.jpg,"Tops,myntassets.com",Women
3742,3743,11145,Topwear,Shirts,Mustela,4.5,300,Indigo Nation Men Bling Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/ccc59f9ee2cb1efeb0863f13d5712bd5_images.jpg,"Shirts,myntassets.com",Men
3743,3744,56682,Watches,Watches,Sal-3,4.5,300,Maxima Men White Chronograph Watch,http://assets.myntassets.com/v1/images/style/properties/Maxima-Men-White-Chronograph-Watch_368934e12887654561e98414304aefcb_images.jpg,"Watches,myntassets.com",Men
3744,3745,25370,Innerwear,Innerwear Vests,Wild Foods,4.5,300,Levis Men Black Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/213c4ff84bf5d2e2d42a8b96add4db03_images.jpg,"Innerwear Vests,myntassets.com",Men
3745,3746,14605,Socks,Socks,OGX,4.5,474,United Colors of Benetton Men Stripes Blue Socks,http://assets.myntassets.com/v1/images/style/properties/8d21ed1cef1a9fc345bf690fdde1dc8d_images.jpg,"Socks,myntassets.com",Men
3746,3747,44175,Fragrance,Fragrance Gift Set,Arrid,4.5,32,Nike Fragrances Women Paradise Perfume and Deo Set,http://assets.myntassets.com/v1/images/style/properties/fd3df16aee5890f94f9d735a6a7c7a38_images.jpg,"Fragrance Gift Set,myntassets.com",Women
3747,3748,5252,Bags,Backpacks,Ed Hardy,4.3,36,Wildcraft Unisex Corporate Red Backpack,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Corporate-Red-Backpack_4e307cb6421f85e6e13b9da4be24a0fa_images.jpg,"Backpacks,myntassets.com",Unisex
3748,3749,4380,Topwear,Tshirts,Unique Bargains,4.5,300,Superman Men's Dont Art Me Dark Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/866241f076f9571b55aa0729b2365da2_images.jpg,"Tshirts,myntassets.com",Men
3749,3750,33027,Topwear,Kurtas,Dr. Brite,4.5,1,Mother Earth Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/934758af58e1a7dc558c4e4182ec8440_images.jpg,"Kurtas,myntassets.com",Women
3750,3751,44949,Fragrance,Deodorant,Sebastian Professional,4.5,7,Kama Sutra Men Travel Mate Pack of 3 Deos,http://assets.myntassets.com/v1/images/style/properties/a73d13ecced875899894a68bf5875ac5_images.jpg,"Deodorant,myntassets.com",Men
3751,3752,24090,Topwear,Sweatshirts,Lotus,4.5,16,Manchester United Men Red Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/5f839c6ddca34d8c417e1833e7fc0839_images.jpg,"Sweatshirts,myntassets.com",Men
3752,3753,57562,Lips,Lipstick,FLOWER Beauty,4.4,141,Lotus Herbals Pure Colors  Moisturising Pink Blush Lipstick 614,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Pure-Colors-Moisturising-Pink-Blush-Lipstick-614_d904b5a173dcb5750129adc1f09d0391_images.jpg,"Lipstick,myntassets.com",Women
3753,3754,11377,Topwear,Shirts,BabyGanics,3.4,7,United Colors of Benetton Men Summer Pink Shirts,http://assets.myntassets.com/v1/images/style/properties/63ac0669f1535c7a5ef2c73a5dbcf22a_images.jpg,"Shirts,myntassets.com",Men
3754,3755,25142,Bags,Clutches,Eminence Organic Skin Care,5,1,Lino Perros Women Red Clutch,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Red-Clutch_85b7fe55ce188a753a6cecb82ecd5307_images.jpg,"Clutches,myntassets.com",Women
3755,3756,41407,Topwear,Tops,Artizen,4.7,6,Wrangler Women Cowgirl Blue Top,http://assets.myntassets.com/v1/images/style/properties/5d84cdbd6f212419f74b9c4913ee8c9f_images.jpg,"Tops,myntassets.com",Women
3756,3757,55235,Makeup,Foundation and Primer,Secure Personal Care,4.5,300,Lakme 9 to 5 Flawless Makeup Pearl Foundation 30 ml,http://assets.myntassets.com/assets/images/55235/2018/9/4/229a1c06-4756-478a-b981-4a581e87d92e1536034879959-Lakme-Nine-to-Five-Flawless-Makeup-Pearl-Foundation-4491536034879912-1.jpg,"Foundation and Primer,myntassets.com",Women
3757,3758,13420,Topwear,Tshirts,Pureology,4.5,300,United Colors of Benetton Men Solid Purple  polo T-shirts,http://assets.myntassets.com/v1/images/style/properties/bb8865045260a16213d4c19fee654602_images.jpg,"Tshirts,myntassets.com",Men
3758,3759,43350,Shoes,Sports Shoes,L.A. Colors,4,6,Reebok Men Black Fuel Extreme Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/8735e7bb7c0f6bba6ba42c2249a56817_images.jpg,"Sports Shoes,myntassets.com",Men
3759,3760,22367,Topwear,Tshirts,L'Oreal Professionnel,4.5,300,Ed Hardy Men Vintage  Brick Red T-Shirt,http://assets.myntassets.com/v1/images/style/properties/a02231da33a0a156c90b4c8a78676ccd_images.jpg,"Tshirts,myntassets.com",Men
3760,3761,51695,Eyewear,Sunglasses,QB,4,4,Van Heusen Women Oversized Sunglasses VH215-C3,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Women-Brown-Sunglasses_680d29d337e593d59ef9e6de32e09052_images.jpg,"Sunglasses,myntassets.com",Women
3761,3762,16152,Shoes,Formal Shoes,TENA,4.5,300,Enroute Men Leather Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/2ba5a829cc364c32b327839a47f43e8e_images.jpg,"Formal Shoes,myntassets.com",Men
3762,3763,46622,Shoes,Heels,PURA D'OR,4.6,44,Catwalk Women Multi colour Wedges,http://assets.myntassets.com/v1/images/style/properties/c0dc87c135dbe5335ca329d231946393_images.jpg,"Heels,myntassets.com",Women
3763,3764,7505,Topwear,Tshirts,Unique Bargains,4.5,300,Nike Men's As Go Dunk T-Shirts,http://assets.myntassets.com/v1/images/style/properties/49991e08db92667764113fbc394d31fd_images.jpg,"Tshirts,myntassets.com",Men
3764,3765,19926,Accessories,Accessory Gift Set,Physicians Formula,4.5,11,Reid & Taylor Men Formal Black Tie+Cufflink+Pocket square - Combo Pack,http://assets.myntassets.com/v1/images/style/properties/4ca2857d2316d7d934b5b737a445ae71_images.jpg,"Accessory Gift Set,myntassets.com",Men
3765,3766,34202,Bottomwear,Track Pants,Oster,4,1,Proline Men Black Track Pants,http://assets.myntassets.com/v1/images/style/properties/dd4558335538a12a0862c3be39d72baa_images.jpg,"Track Pants,myntassets.com",Men
3766,3767,17080,Wallets,Wallets,Diversey,4.5,300,Lino Perros Women Flower Turquoise Blue Wallet,http://assets.myntassets.com/v1/images/style/properties/7cf821b84a0ce1bd97801e6c803bf909_images.jpg,"Wallets,myntassets.com",Women
3767,3768,50747,Shoes,Casual Shoes,Aqua Net,4.5,300,Red Chief Men Mushroom Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/7a499301c721666d3243360e3e437091_images.jpg,"Casual Shoes,myntassets.com",Men
3768,3769,36131,Shoes,Casual Shoes,Bonne Bell,1,1,Nike Men Dunk High Maroon Shoes,http://assets.myntassets.com/v1/images/style/properties/619f32e4177a1dc98bdf266cefb0f4c8_images.jpg,"Casual Shoes,myntassets.com",Men
3769,3770,39945,Shoes,Casual Shoes,BODYJONES,4.5,3,GAS Men Brown Namib Shoes,http://assets.myntassets.com/v1/images/style/properties/9791ef9c6d02e740a8420299b8f02662_images.jpg,"Casual Shoes,myntassets.com",Men
3770,3771,52474,Loungewear and Nightwear,Bath Robe,Maybelline,4.5,300,Red Rose Women White & Blue Polka Dot Print Bath Robe,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-White---Blue-Polka-Dot-Print-Bath-Robe_0d0bf453477d693a49e7f0d0f0c456f3_images.jpg,"Bath Robe,myntassets.com",Women
3771,3772,21186,Flip Flops,Flip Flops,JAYWAYNE,4.5,300,ADIDAS Men Star Story Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/e62c55a04b18b09939898571a2cc9258_images.jpg,"Flip Flops,myntassets.com",Men
3772,3773,20054,Mufflers,Mufflers,Banana Boat,4.5,300,United Colors Of Benetton Women Black Muffler,http://assets.myntassets.com/v1/images/style/properties/9b5f0077dd4d90475d8cdcd471206935_images.jpg,"Mufflers,myntassets.com",Women
3773,3774,44511,Sandal,Sandals,Full Circle,4.5,29,Coolers Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/cb019afbcebf61a9fae59ba48f0a6ee3_images.jpg,"Sandals,myntassets.com",Men
3774,3775,11713,Topwear,Tunics,DenTek,4.5,300,Lee Women Check Green Tunics,http://assets.myntassets.com/v1/images/style/properties/1e5bb8dab76c80d98c6f985119f15b6a_images.jpg,"Tunics,myntassets.com",Women
3775,3776,25526,Topwear,Tops,Dior,4.5,300,Wrangler Women Poppins Red Top,http://assets.myntassets.com/v1/images/style/properties/d3ab3057b8a201c8d7f174d36567f4ff_images.jpg,"Tops,myntassets.com",Women
3776,3777,32591,Bottomwear,Skirts,Unique Bargains,3.5,11,ONLY Women Pink Skirt,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Pink-Skirt_b8676441cbeaa7168f9ad77e16eb21e9_images.jpg,"Skirts,myntassets.com",Women
3777,3778,39179,Topwear,Kurtas,Physicians Formula,4.5,1,Aneri Women Blue Kurtas,http://assets.myntassets.com/v1/images/style/properties/e81840eb0b616e6758fb2eb2e5b76d7a_images.jpg,"Kurtas,myntassets.com",Women
3778,3779,20868,Shoes,Casual Shoes,Colgate,4.5,300,Fila Men Stradd White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/4f9f3dde2d270ae1611ea25b98f805d9_images.jpg,"Casual Shoes,myntassets.com",Men
3779,3780,58972,Fragrance,Perfume and Body Mist,Dove,4.5,4347,Colour Me Women Red Perfume,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Women-50-ml-Red-Perfume_ece24fdb07586161c5f07ec9b00e79cb_images.jpg,"Perfume and Body Mist,myntassets.com",Women
3780,3781,33443,Bags,Handbags,Bolt,4.5,300,Baggit Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/4a11df87ce97a29b758d2dd7aac81240_images.jpg,"Handbags,myntassets.com",Women
3781,3782,57106,Topwear,Tops,Maybelline,4.5,300,Elle Women White Top,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-White-Top_8d50caa1a11d406464920106cf127c90_images.jpg,"Tops,myntassets.com",Women
3782,3783,13044,Shoes,Heels,Mold Armor,4.5,80,Inc 5 Women Casual Black Wedges,http://assets.myntassets.com/v1/images/style/properties/bbf61400e451d133ba74bd679417917c_images.jpg,"Heels,myntassets.com",Women
3783,3784,27271,Topwear,Tunics,Revlon,4.5,300,Mother Earth Women Printed Red Tunic,http://assets.myntassets.com/v1/images/style/properties/4b4bfe45e0e2ce1b8a853c99c9e13eba_images.jpg,"Tunics,myntassets.com",Women
3784,3785,43734,Jewellery,Bangle,SNS Nails,4.8,4,Royal Diadem Set of 4 Golden Bangles,http://assets.myntassets.com/v1/images/style/properties/00ba25748276514edd451e1ec0d506fc_images.jpg,"Bangle,myntassets.com",Women
3785,3786,31314,Topwear,Kurtas,Ouidad,4.8,4,W Women Red & Blue Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/W-Women-Red-Printed-Kurta_aa5655a03dd5febb1ed4dbf291397045_images.jpg,"Kurtas,myntassets.com",Women
3786,3787,8129,Belts,Belts,COVERGIRL,4.5,300,Fastrack Men Grey Brass Buckles Brown Belts,http://assets.myntassets.com/v1/images/style/properties/4fa64260bfff1039b0296b249f78cee6_images.jpg,"Belts,myntassets.com",Men
3787,3788,12196,Topwear,Tshirts,Redken,4.5,300,Basics Men White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/5b2994f4e228714f93ac84a17cb1469d_images.jpg,"Tshirts,myntassets.com",Men
3788,3789,55651,Shoes,Heels,IMAGE,4.5,1,Catwalk Women Blue Flats,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Blue-Sandals_f1e1f04577ca67d2280d4b3818274105_images.jpg,"Heels,myntassets.com",Women
3789,3790,13878,Topwear,Shirts,Matrix,5,4,Scullers Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/af1f6191edf09d693005b5eddc4c76d0_images.jpg,"Shirts,myntassets.com",Men
3790,3791,47394,Bags,Handbags,CLEACE,4.5,3,Baggit Women Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/83d1ec0d9d9a132e2227c540694d46e7_images.jpg,"Handbags,myntassets.com",Women
3791,3792,50323,Topwear,Kurtas,Gillette,4.2,5099,Aurelia Women Red Kurta,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Red-Kurta_79d8d2ec8f66000a836873f7825fec65_images.jpg,"Kurtas,myntassets.com",Women
